标题6,标题链接1,字段1
Cityscapes 数据集,https://aistudio.baidu.com/datasetdetail/11503,
宠物图像分割,https://aistudio.baidu.com/datasetdetail/70164,
红绿灯数据集,https://aistudio.baidu.com/datasetdetail/35733,
波士顿房价,https://aistudio.baidu.com/datasetdetail/70644,
上腹部CT数据带肝脏Label（DICOM）,https://aistudio.baidu.com/datasetdetail/66280,
【官方】第十一届 “中国软件杯”大学生软件设计大赛变化检测数据集,https://aistudio.baidu.com/datasetdetail/134796,
林业病虫害检测,https://aistudio.baidu.com/datasetdetail/150537,
波士顿房价,https://aistudio.baidu.com/datasetdetail/75449,
person,https://aistudio.baidu.com/datasetdetail/148689,
MVTec-AD,https://aistudio.baidu.com/datasetdetail/116034,
Stable-Diffusion大模型,https://aistudio.baidu.com/datasetdetail/216390,
原神语音合集,https://aistudio.baidu.com/datasetdetail/171682,
鸢尾花,https://aistudio.baidu.com/datasetdetail/97795,
infer_3,https://aistudio.baidu.com/datasetdetail/5504,
鲍鱼年龄预测,https://aistudio.baidu.com/datasetdetail/361,
高压输电线路绝缘子缺陷检测,https://aistudio.baidu.com/datasetdetail/122549,
手部X光骨龄1000张(基于RUS-CHN法),https://aistudio.baidu.com/datasetdetail/36951,
cityscape,https://aistudio.baidu.com/datasetdetail/10830,
中国交通标志,https://aistudio.baidu.com/datasetdetail/107275,
输电通道隐患检测-初赛数据集,https://aistudio.baidu.com/datasetdetail/212110,
手势识别,https://aistudio.baidu.com/datasetdetail/23668,
vLoong异常检测赛数据集,https://aistudio.baidu.com/datasetdetail/168245,
3类机动车数据集,https://aistudio.baidu.com/datasetdetail/93289,
CIFAR10数据集,https://aistudio.baidu.com/datasetdetail/9154,
Fish4Knowledge23类鱼类数据,https://aistudio.baidu.com/datasetdetail/14492,
课堂行为检测,https://aistudio.baidu.com/datasetdetail/119846,
yanderify数据集,https://aistudio.baidu.com/datasetdetail/50719,
infer_3,https://aistudio.baidu.com/datasetdetail/2304,
mnist,https://aistudio.baidu.com/datasetdetail/17172,
Cifar-100图像数据集,https://aistudio.baidu.com/datasetdetail/70709,
车牌数据,https://aistudio.baidu.com/datasetdetail/23617,
飞桨So-VITS-SVC 4.0官方指定预训练底模,https://aistudio.baidu.com/datasetdetail/222486,
婴儿啼哭声识别,https://aistudio.baidu.com/datasetdetail/41960,
data,https://aistudio.baidu.com/datasetdetail/106370,
coat.jpg,https://aistudio.baidu.com/datasetdetail/13747,
UGATIT-Paddle,https://aistudio.baidu.com/datasetdetail/59171,
chatbot,https://aistudio.baidu.com/datasetdetail/92527,
cascade_resnet101_best_model_average,https://aistudio.baidu.com/datasetdetail/75512,
hr48w_375,https://aistudio.baidu.com/datasetdetail/78048,
pycharts_city_names,https://aistudio.baidu.com/datasetdetail/24815,
mask_detection_demo,https://aistudio.baidu.com/datasetdetail/24129,
PaddleHub体验数据集,https://aistudio.baidu.com/datasetdetail/34269,
数据准备和特征工程4-3,https://aistudio.baidu.com/datasetdetail/20533,
数据准备和特征工程3-1,https://aistudio.baidu.com/datasetdetail/20511,
数据准备和特征工程3-3,https://aistudio.baidu.com/datasetdetail/20513,
PaddleVideo_develop,https://aistudio.baidu.com/datasetdetail/122441,
PaddleDetection-develop,https://aistudio.baidu.com/datasetdetail/134018,
cp,https://aistudio.baidu.com/datasetdetail/23875,
【计算机视觉】13、实践十三：基于U-Net的宠物分割,https://aistudio.baidu.com/datasetdetail/157918,
经过需求处理过的megaage_asian数据集,https://aistudio.baidu.com/datasetdetail/45935,
face,https://aistudio.baidu.com/datasetdetail/44319,
vox-15segments.pth.tar,https://aistudio.baidu.com/datasetdetail/54204,
pic,https://aistudio.baidu.com/datasetdetail/235804,
新闻标题分类_竞赛数据集,https://aistudio.baidu.com/datasetdetail/9045,
covid_data,https://aistudio.baidu.com/datasetdetail/62651,
返乡发展人群预测,https://aistudio.baidu.com/datasetdetail/167030,
PaddleDetection-develop,https://aistudio.baidu.com/datasetdetail/134031,
PaddleDetection,https://aistudio.baidu.com/datasetdetail/15072,
PaddleDetection-release-2.4,https://aistudio.baidu.com/datasetdetail/156839,
anything3.0,https://aistudio.baidu.com/datasetdetail/217761,
斯坦福背景数据集,https://aistudio.baidu.com/datasetdetail/9270,
PaddleSegAG,https://aistudio.baidu.com/datasetdetail/51640,
wangwen-2022-02-15,https://aistudio.baidu.com/datasetdetail/129761,
保险文本视觉认知问答竞赛数据集镜像,https://aistudio.baidu.com/datasetdetail/83016,
yanderfiy数据集,https://aistudio.baidu.com/datasetdetail/53974,
1,https://aistudio.baidu.com/datasetdetail/18241,
opencpop-fs2,https://aistudio.baidu.com/datasetdetail/179828,
计算机视觉-1、实践一：文件名称批量修改,https://aistudio.baidu.com/datasetdetail/154689,
AI达人创造营大作业图像分割数据集,https://aistudio.baidu.com/datasetdetail/99998,
Lending Culb借贷数据,https://aistudio.baidu.com/datasetdetail/28304,
yolov4_pretrained,https://aistudio.baidu.com/datasetdetail/40855,
model_20,https://aistudio.baidu.com/datasetdetail/126898,
机器学习-实践二十：文本数据处理实践,https://aistudio.baidu.com/datasetdetail/130495,
【计算机视觉】10、实践十：基于ResNet-50的CIFAR10数据分类,https://aistudio.baidu.com/datasetdetail/157913,
peach,https://aistudio.baidu.com/datasetdetail/3713,
宝石数据集（25类）,https://aistudio.baidu.com/datasetdetail/146007,
口罩遮挡人脸数据集（Real-World Masked Face Dataset，RMFD）,https://aistudio.baidu.com/datasetdetail/28507,
跳绳数据集,https://aistudio.baidu.com/datasetdetail/143990,
UNSPLASH-LITE-25k,https://aistudio.baidu.com/datasetdetail/108238,
faces_emore,https://aistudio.baidu.com/datasetdetail/80496,
face_data_5,https://aistudio.baidu.com/datasetdetail/17941,
琶洲算法大赛唯品会赛题a榜,https://aistudio.baidu.com/datasetdetail/210802,
animals_10,https://aistudio.baidu.com/datasetdetail/70196,
【计算机视觉】-8、实践八：基于卷积神经网络的美食识别,https://aistudio.baidu.com/datasetdetail/165884,
MOT20,https://aistudio.baidu.com/datasetdetail/77171,
疫情期间网民情绪识别（比赛数据）,https://aistudio.baidu.com/datasetdetail/22724,
2021 CCF BDCI 千言-问题匹配鲁棒性评测-训练集数据,https://aistudio.baidu.com/datasetdetail/104940,
第十七届全国大学生智能车竞赛完全模型组竞速赛检测数据示例2,https://aistudio.baidu.com/datasetdetail/126274,
聊天机器人数据集（日常聊天）,https://aistudio.baidu.com/datasetdetail/86810,
fish01,https://aistudio.baidu.com/datasetdetail/13981,
现代诗歌情诗数据集,https://aistudio.baidu.com/datasetdetail/127347,
机械手抓取数据集,https://aistudio.baidu.com/datasetdetail/116440,
horse2zebra,https://aistudio.baidu.com/datasetdetail/10040,
斑马线检测数据集,https://aistudio.baidu.com/datasetdetail/55792,
PPDiffusers模型: AbyssOrangeMix2_sfw,https://aistudio.baidu.com/datasetdetail/187950,
PaddleDetection-release-2.6,https://aistudio.baidu.com/datasetdetail/196806,
PaddleDetection-develop0708,https://aistudio.baidu.com/datasetdetail/156736,
情感分析目标级粒度情感分类Demo数据集,https://aistudio.baidu.com/datasetdetail/121242,
GDAL_cp36-39_manylinux_whls,https://aistudio.baidu.com/datasetdetail/136010,
FER2013,https://aistudio.baidu.com/datasetdetail/29756,
DataFountain产品评论观点提取数据集(新),https://aistudio.baidu.com/datasetdetail/114938,
LAB2,https://aistudio.baidu.com/datasetdetail/1905,
2021CCF系统认证风险预测数据集,https://aistudio.baidu.com/datasetdetail/112151,
【官方】第十七届全国大学生智能汽车百度创意组线下赛-丝绸之路车道巡航数据样例,https://aistudio.baidu.com/datasetdetail/130677,
成对人像卡通化数据集,https://aistudio.baidu.com/datasetdetail/79149,
housing,https://aistudio.baidu.com/datasetdetail/38218,
【自然语言处理】- 15、实践十五：基于BiLSTM的关系抽取,https://aistudio.baidu.com/datasetdetail/158124,
标志物数据,https://aistudio.baidu.com/datasetdetail/61728,
土壤含氮量,https://aistudio.baidu.com/datasetdetail/2054,
协同育人-梵高画作与真实场景数据集,https://aistudio.baidu.com/datasetdetail/105513,
MobileNetV2预训练参数,https://aistudio.baidu.com/datasetdetail/6592,
forestfires,https://aistudio.baidu.com/datasetdetail/43017,
PaddleSeg数据集,https://aistudio.baidu.com/datasetdetail/11874,
图像分类竞赛数据集,https://aistudio.baidu.com/datasetdetail/9657,
逆行检测权重文件,https://aistudio.baidu.com/datasetdetail/33477,
植物叶子的图片,https://aistudio.baidu.com/datasetdetail/17627,
fruit-detection,https://aistudio.baidu.com/datasetdetail/15067,
飞桨基线挑战赛（训练集）,https://aistudio.baidu.com/datasetdetail/12529,
peach,https://aistudio.baidu.com/datasetdetail/67225,
【NLP】对联数据集,https://aistudio.baidu.com/datasetdetail/110057,
KITTI Eigen Test,https://aistudio.baidu.com/datasetdetail/124009,
?2022“兴智杯”比赛数据集,https://aistudio.baidu.com/datasetdetail/163113,
optic_disc_seg,https://aistudio.baidu.com/datasetdetail/56540,
CCPD PDRC 中科大-车牌数据集,https://aistudio.baidu.com/datasetdetail/17968,
人像卡通化数据集,https://aistudio.baidu.com/datasetdetail/68045,
KITTI,https://aistudio.baidu.com/datasetdetail/67232,
simhei字体,https://aistudio.baidu.com/datasetdetail/61659,
abyssorangemix3AOM3_aom3a1b.safetensors,https://aistudio.baidu.com/datasetdetail/199289,
a,https://aistudio.baidu.com/datasetdetail/41011,
BSR_bsds500,https://aistudio.baidu.com/datasetdetail/55873,
线性回归数据集,https://aistudio.baidu.com/datasetdetail/34381,
The pretrained models of Ultra-Fast-Lane-Detection,https://aistudio.baidu.com/datasetdetail/71110,
波士顿房价预测.data文件,https://aistudio.baidu.com/datasetdetail/95203,
Oxford 102 Flowers,https://aistudio.baidu.com/datasetdetail/19852,
第九届“泰迪杯”数据挖掘挑战赛-B题,https://aistudio.baidu.com/datasetdetail/75982,
MOT16,https://aistudio.baidu.com/datasetdetail/110610,
StarCraft-II-Linux-4.10-Package,https://aistudio.baidu.com/datasetdetail/72721,
NeRF_example,https://aistudio.baidu.com/datasetdetail/136989,
data_image_processing_task,https://aistudio.baidu.com/datasetdetail/171870,
人体解析(humanparsing),https://aistudio.baidu.com/datasetdetail/74563,
PaddleClas2.1,https://aistudio.baidu.com/datasetdetail/90342,
paddlenlp-2022-10-18,https://aistudio.baidu.com/datasetdetail/173002,
celeba_hq and afhq,https://aistudio.baidu.com/datasetdetail/48884,
visdrone_sliced,https://aistudio.baidu.com/datasetdetail/176761,
scratch_seg,https://aistudio.baidu.com/datasetdetail/16250,
对话情绪识别（Emotion Detection）数据集,https://aistudio.baidu.com/datasetdetail/9740,
2021 年中国大学生计算机设计大赛人工智能挑战赛-智慧医疗挑战,https://aistudio.baidu.com/datasetdetail/89589,
手语数据集,https://aistudio.baidu.com/datasetdetail/48137,
千言数据集：文本相似度,https://aistudio.baidu.com/datasetdetail/52714,
up主的默认数据集,https://aistudio.baidu.com/datasetdetail/204455,
widerface,https://aistudio.baidu.com/datasetdetail/75233,
PaddleSeg2.0,https://aistudio.baidu.com/datasetdetail/88946,
体检报告数据集,https://aistudio.baidu.com/datasetdetail/159696,
人像分割数据集,https://aistudio.baidu.com/datasetdetail/65146,
基于飞桨实现乒乓球时序动作定位大赛-B榜测试集数据,https://aistudio.baidu.com/datasetdetail/123009,
包装生产日期,https://aistudio.baidu.com/datasetdetail/149770,
中英文机器翻译数据集,https://aistudio.baidu.com/datasetdetail/112862,
PaddleDetection,https://aistudio.baidu.com/datasetdetail/85000,
中文场景文字识别技术创新大赛_测试集,https://aistudio.baidu.com/datasetdetail/8430,
Brats2019,https://aistudio.baidu.com/datasetdetail/67772,
【论文复现篇】轻松实现影像组学全流程的数据集,https://aistudio.baidu.com/datasetdetail/122769,
【自然语言处理】- 8、实践八：基于ERNIE语言模型的文本语义匹配,https://aistudio.baidu.com/datasetdetail/165731,
2023IKCEST第五届“一带一路”国际大数据竞赛数据集,https://aistudio.baidu.com/datasetdetail/229919,
VOCtrainval_11-May-2012数据集,https://aistudio.baidu.com/datasetdetail/144618,
AI教学行为合规检查数据,https://aistudio.baidu.com/datasetdetail/131575,
常规赛：中文场景文字识别-训练集,https://aistudio.baidu.com/datasetdetail/62842,
UCF101_zip,https://aistudio.baidu.com/datasetdetail/73202,
kitti_detection,https://aistudio.baidu.com/datasetdetail/50186,
宝石识别项目,https://aistudio.baidu.com/datasetdetail/55032,
中文场景文字识别技术创新大赛_数据集,https://aistudio.baidu.com/datasetdetail/10879,
Day1-作业,https://aistudio.baidu.com/datasetdetail/31223,
Paddle全家桶下载与安装工具,https://aistudio.baidu.com/datasetdetail/189777,
CelebA-人脸识别人脸对齐数据集,https://aistudio.baidu.com/datasetdetail/21325,
手势识别,https://aistudio.baidu.com/datasetdetail/2182,
深度森林测试数据集,https://aistudio.baidu.com/datasetdetail/89765,
PubTabNet表格识别数据集,https://aistudio.baidu.com/datasetdetail/199057,
垃圾分类训练集,https://aistudio.baidu.com/datasetdetail/33408,
icdar2015数据集,https://aistudio.baidu.com/datasetdetail/46088,
PCB_Dataset,https://aistudio.baidu.com/datasetdetail/52914,
遥感目标检测——RSOD,https://aistudio.baidu.com/datasetdetail/52980,
胸部x光肺部分割数据,https://aistudio.baidu.com/datasetdetail/57558,
PaddleDetection水果目标检测,https://aistudio.baidu.com/datasetdetail/34327,
PASCAL VOC 2007 和 2012,https://aistudio.baidu.com/datasetdetail/9837,
mnist,https://aistudio.baidu.com/datasetdetail/17168,
表格合成数据集,https://aistudio.baidu.com/datasetdetail/165849,
快递单数据,https://aistudio.baidu.com/datasetdetail/16246,
LUNA16,https://aistudio.baidu.com/datasetdetail/12854,
Light_ILSVRC2012_part_1.tar,https://aistudio.baidu.com/datasetdetail/114746,
动物脸数据集( afhq),https://aistudio.baidu.com/datasetdetail/49044,
中文新闻文本标题分类,https://aistudio.baidu.com/datasetdetail/76688,
唐诗集,https://aistudio.baidu.com/datasetdetail/58194,
Caltech101子集-16类,https://aistudio.baidu.com/datasetdetail/47446,
NAMODEL,https://aistudio.baidu.com/datasetdetail/172270,
凯斯西储大学滚动轴承数据集(CWRU),https://aistudio.baidu.com/datasetdetail/149212,
语言模型训练,https://aistudio.baidu.com/datasetdetail/11325,
『李宏毅课程-机器学习』食物图片分类-food-11数据集,https://aistudio.baidu.com/datasetdetail/76103,
表情分类,https://aistudio.baidu.com/datasetdetail/71015,
SD常用AI绘图模型,https://aistudio.baidu.com/datasetdetail/234982,
鲜花识别,https://aistudio.baidu.com/datasetdetail/117393,
花,https://aistudio.baidu.com/datasetdetail/2815,
LJSpeech,https://aistudio.baidu.com/datasetdetail/35036,
WaveFlow checkpoint on LJSpeech 1.1,https://aistudio.baidu.com/datasetdetail/45064,
电梯内电瓶车数据集2,https://aistudio.baidu.com/datasetdetail/128448,
4C2021智慧医疗挑战 01,https://aistudio.baidu.com/datasetdetail/79422,
Microsoft COCO2017,https://aistudio.baidu.com/datasetdetail/103218,
文本智能校对大赛(初赛a)-数据集,https://aistudio.baidu.com/datasetdetail/157348,
[AI达人训练营]五种图像分类数据集,https://aistudio.baidu.com/datasetdetail/103736,
